date,total_trades,total_pnl,win_trades,loss_trades,avg_leverage,max_leverage,avg_size,unique_symbols,win_rate,profitable_day
2025-03-29,1894,12098.872931,674,1220,,,,,0.3558606124604013,1
2025-03-30,568,15795.11514,94,474,,,,,0.16549295774647887,1
2025-03-31,495,6978.184557,259,236,,,,,0.5232323232323233,1
2025-04-01,371,2553.537968,75,296,,,,,0.20215633423180593,1
2025-04-02,2512,416876.88812,695,1817,,,,,0.276671974522293,1
2025-04-03,2402,182075.566585,609,1793,,,,,0.25353871773522063,1
2025-04-04,1272,-25515.678949999998,493,779,,,,,0.38757861635220126,0
2025-04-13,1321,48696.021521,478,843,,,,,0.3618470855412566,1
2025-04-14,890,45680.443063,376,514,,,,,0.42247191011235957,1
2025-04-15,1131,72357.706282,647,484,,,,,0.5720601237842617,1
2025-04-16,1608,58631.730257,547,1061,,,,,0.3401741293532338,1
2025-04-17,1031,5427.919886,313,718,,,,,0.30358874878758485,1
2025-04-18,1894,4880.4047439999995,971,923,,,,,0.5126715945089757,1
2025-04-19,2786,71950.577495,814,1972,,,,,0.2921751615218952,1
2025-04-20,1982,25060.341936,790,1192,,,,,0.3985872855701312,1
2025-04-21,1718,34369.267906999994,677,1041,,,,,0.3940628637951106,1
2025-04-22,2998,58652.763578,888,2110,,,,,0.2961974649766511,1
2025-04-23,6159,-419020.225731,2000,4159,,,,,0.324728040266277,0
2025-04-24,2232,50704.395965,923,1309,,,,,0.4135304659498208,1
2025-04-25,1653,20218.859206,638,1015,,,,,0.38596491228070173,1
2025-04-26,1131,-4125.753942,195,936,,,,,0.1724137931034483,0
2025-04-27,337,2702.067468,120,217,,,,,0.3560830860534125,1
2025-04-28,1379,36906.813759,575,804,,,,,0.4169688179840464,1
2025-04-29,2243,125749.613427,969,1274,,,,,0.43201069995541685,1
2025-04-30,1113,14003.797269,295,818,,,,,0.26504941599281223,1
2025-05-01,239,3187.719363,100,139,,,,,0.41841004184100417,1
2025-05-02,1297,56706.235562,417,880,,,,,0.3215111796453354,1
2025-05-03,1660,269328.365917,1259,401,,,,,0.7584337349397591,1
2025-05-04,360,35907.33771,209,151,,,,,0.5805555555555556,1
2025-06-01,573,6064.185393,89,484,,,,,0.15532286212914484,1
2025-06-02,1703,33803.799733,785,918,,,,,0.46095126247798,1
2025-06-03,760,16101.125561,365,395,,,,,0.48026315789473684,1
2025-06-04,1048,47053.449272,332,716,,,,,0.31679389312977096,1
2025-07-01,637,16098.227531,485,152,,,,,0.7613814756671899,1
2025-07-02,1524,22450.002091,430,1094,,,,,0.2821522309711286,1
2025-07-03,2552,150236.061627,1333,1219,,,,,0.5223354231974922,1
2025-07-04,2814,34527.370305,673,2141,,,,,0.23916133617626156,1
2025-08-01,1039,130117.090554,386,653,,,,,0.37151106833493747,1
2025-08-02,575,586.703253,110,465,,,,,0.19130434782608696,1
2025-08-03,529,24700.773359,301,228,,,,,0.5689981096408318,1
2025-08-04,943,34899.394798,386,557,,,,,0.4093319194061506,1
2025-09-01,522,46975.928902,145,377,,,,,0.2777777777777778,1
2025-09-02,764,150551.829492,329,435,,,,,0.4306282722513089,1
2025-09-03,1422,19773.457395,627,795,,,,,0.4409282700421941,1
2025-09-04,3967,43120.444797,1708,2259,,,,,0.43055205444920597,1
2025-10-01,819,-10116.875552,432,387,,,,,0.5274725274725275,0
2025-10-02,889,63908.49465,425,464,,,,,0.4780652418447694,1
2025-10-03,2911,-10010.027269999999,1157,1754,,,,,0.39745791824115423,0
2025-10-04,2127,158261.822261,1125,1002,,,,,0.5289139633286318,1
2025-11-01,283,2269.080536,69,214,,,,,0.24381625441696114,1
2025-11-02,848,-6093.784817,185,663,,,,,0.21816037735849056,0
2025-11-03,3286,-76880.729036,616,2670,,,,,0.18746195982958003,0
2025-11-04,1096,126406.479081,368,728,,,,,0.3357664233576642,1
2025-12-01,602,5742.241803,472,130,,,,,0.7840531561461794,1
2025-12-02,1031,19848.635032,477,554,,,,,0.4626576139670223,1
2025-12-03,3968,288105.984215,2240,1728,,,,,0.5645161290322581,1
2025-12-04,2109,410419.694533,574,1535,,,,,0.2721669037458511,1
